Date,Year,Month,Customer Age,Customer Gender,Country,State,Product Category,Sub Category,Quantity,Unit Cost,Unit Price,Cost,Revenue
203,2016,6,55,0,1,1,0,2,2,45,64.5,90,129
203,2016,6,55,0,1,1,2,3,2,85.5,121,171,242
203,2016,6,55,0,1,1,0,2,2,112.5,185.5,225,371
29,2016,4,55,1,2,5,0,2,2,17.5,22,35,44
29,2016,4,55,1,2,5,0,2,1,110,145,110,145
69,2016,3,55,1,2,5,0,2,3,43.33,53,130,159
69,2016,3,55,1,2,5,0,2,2,25,34,50,68
109,2016,7,55,1,2,5,0,2,2,52.5,72,105,144
109,2016,7,55,1,2,5,0,2,2,22.5,27.5,45,55
123,2016,0,55,1,2,5,0,2,2,130.5,179.5,261,359
123,2016,0,55,1,2,5,0,2,3,36.67,50.333333,110,151
160,2016,8,55,1,2,5,0,2,1,90,121,90,121
160,2016,8,55,1,2,5,0,2,3,48.33,60.666667,145,182
309,2015,1,55,1,2,5,0,2,2,10,11,20,22
75,2016,3,54,0,1,10,0,2,3,24,38,72,114
75,2016,3,54,0,1,10,0,2,3,31.67,46,95,138
75,2016,3,54,0,1,10,2,6,1,122,167,122,167
332,2015,11,54,1,1,16,0,13,2,20,28,40,56
332,2015,11,54,1,1,16,0,13,2,20.5,28,41,56
371,2015,10,54,1,1,16,0,13,2,22.5,29,45,58
371,2015,10,54,1,1,16,0,13,1,319,418,319,418
371,2015,10,54,1,1,16,0,7,2,210,282.5,420,565
136,2016,0,54,1,2,5,2,9,1,1404,1661,1404,1661
326,2015,11,36,1,1,16,2,9,2,250,354.5,500,709
139,2015,0,37,0,0,14,1,10,3,690.33,518.333333,2071,1555
312,2015,1,37,0,0,14,1,10,3,773.33,909.666667,2320,2729
312,2015,1,37,0,0,14,0,2,2,125,132.5,250,265
312,2015,1,37,0,0,14,0,7,2,385,482,770,964
49,2016,3,38,1,0,9,0,5,1,352,414,352,414
301,2015,1,38,1,1,20,0,2,3,13.33,18.333333,40,55
301,2015,1,38,1,1,20,0,2,1,10,12,10,12
301,2015,1,38,1,1,20,0,4,2,24,34,48,68
410,2015,9,38,1,1,20,0,2,2,99,127,198,254
410,2015,9,38,1,1,20,0,2,3,40,56.666667,120,170
163,2015,8,39,1,0,15,1,10,3,683,522,2049,1566
314,2015,1,39,1,0,15,1,10,2,1147.5,1161.5,2295,2323
248,2016,5,37,0,0,23,0,2,3,25,31.333333,75,94
248,2016,5,37,0,0,23,0,2,2,40.5,43.5,81,87
43,2016,3,37,0,0,6,0,2,1,162,164,162,164
43,2016,3,37,0,0,6,0,2,2,5,6,10,12
43,2016,3,37,0,0,6,0,7,2,490,688,980,1376
91,2016,7,37,0,0,6,0,2,1,189,263,189,263
91,2016,7,37,0,0,6,0,2,2,27.5,36,55,72
91,2016,7,37,0,0,6,0,7,3,81.67,77.333333,245,232
153,2016,0,37,0,0,6,0,7,1,805,740,805,740
182,2016,8,27,1,1,10,0,7,1,945,1354,945,1354
320,2015,1,27,1,1,10,0,7,2,175,241.5,350,483
323,2015,1,27,1,1,10,0,7,3,58.33,71.333333,175,214
426,2015,2,27,1,1,10,0,7,3,11.67,15,35,45
182,2016,8,27,1,1,10,0,13,1,551,761,551,761
182,2016,8,27,1,1,10,0,13,2,12.5,21,25,42
320,2015,1,27,1,1,10,0,13,1,580,778,580,778
320,2015,1,27,1,1,10,0,13,1,135,184,135,184
328,2015,11,27,1,1,10,0,13,3,9,11.333333,27,34
354,2015,11,27,1,1,10,0,13,2,43.5,53,87,106
355,2015,10,27,1,1,10,0,13,2,87,117,174,234
355,2015,10,27,1,1,10,0,13,3,1.67,2.333333,5,7
378,2015,10,27,1,1,10,0,13,2,44,60,88,120
378,2015,10,27,1,1,10,0,13,1,23,30,23,30
426,2015,2,27,1,1,10,0,13,1,80,100,80,100
426,2015,2,27,1,1,10,0,13,2,390,546.5,780,1093
300,2015,1,28,1,2,5,0,4,3,16,18.333333,48,55
10,2016,4,28,0,0,21,2,6,2,318.5,504,637,1008
154,2015,8,28,0,0,21,1,10,3,690.33,623,2071,1869
286,2015,5,28,0,0,21,1,10,3,765,668.333333,2295,2005
286,2015,5,28,0,0,21,0,8,3,440,431.666667,1320,1295
333,2015,11,28,0,0,21,0,7,1,735,587,735,587
247,2015,5,28,0,0,12,0,8,1,1045,1434,1045,1434
247,2015,5,28,0,0,12,2,3,1,270,302,270,302
358,2015,10,28,0,0,12,0,7,3,233.33,253,700,759
46,2016,3,28,0,0,4,1,11,2,850.5,721,1701,1442
154,2015,8,28,0,0,4,1,10,3,690.33,866.333333,2071,2599
280,2015,5,28,0,0,4,1,10,3,773.33,579,2320,1737
280,2015,5,28,0,0,4,0,2,2,60,85.5,120,171
280,2015,5,28,0,0,4,0,2,1,150,196,150,196
280,2015,5,28,0,0,4,2,3,1,18,13,18,13
280,2015,5,28,0,0,4,2,9,1,540,368,540,368
412,2015,9,28,0,0,4,1,11,2,270,205.5,540,411
412,2015,9,28,0,0,4,0,13,3,21.33,26.666667,64,80
412,2015,9,28,0,0,4,0,13,3,13.67,19,41,57
48,2016,3,46,0,1,10,0,13,3,121.67,195.666667,365,587
308,2015,1,46,0,1,10,0,13,1,522,667,522,667
308,2015,1,46,0,1,10,0,13,1,150,195,150,195
328,2015,11,46,0,1,10,0,13,3,116.67,162,350,486
328,2015,11,46,0,1,10,0,13,1,20,27,20,27
351,2015,11,46,0,1,10,0,13,1,55,73,55,73
351,2015,11,46,0,1,10,0,13,3,5.33,7,16,21
423,2015,2,46,0,1,10,0,13,1,780,1037,780,1037
423,2015,2,46,0,1,10,0,13,3,26.67,36.666667,80,110
356,2015,10,45,0,1,8,2,9,3,72,102.333333,216,307
438,2015,2,45,1,1,20,2,9,3,486,674,1458,2022
65,2016,3,29,0,0,28,1,10,2,384.5,497.5,769,995
183,2015,8,29,0,0,28,1,10,3,683,572.333333,2049,1717
296,2015,1,29,0,0,28,1,10,3,773.33,820,2320,2460
296,2015,1,29,0,0,28,0,13,3,25,20,75,60
296,2015,1,29,0,0,28,0,13,1,980,1221,980,1221
296,2015,1,29,0,0,28,0,7,3,23.33,23.666667,70,71
71,2016,3,29,1,0,21,0,7,2,262.5,336,525,672
86,2016,7,29,1,0,21,0,13,2,40,50.5,80,101
86,2016,7,29,1,0,21,0,13,1,75,92,75,92
86,2016,7,29,1,0,21,0,13,1,60,83,60,83
203,2016,6,29,1,0,21,0,13,3,183.67,266,551,798
203,2016,6,29,1,0,21,0,13,1,27,31,27,31
267,2015,5,29,1,0,21,0,7,3,233.33,325.333333,700,976
302,2015,1,29,1,0,21,0,13,2,192.5,167.5,385,335
302,2015,1,29,1,0,21,0,7,3,291.67,328.666667,875,986
312,2015,1,29,1,0,21,0,7,1,490,712,490,712
397,2015,9,29,1,0,21,0,13,3,96.67,122.333333,290,367
397,2015,9,29,1,0,21,0,13,3,43.33,60,130,180
397,2015,9,29,1,0,21,0,13,2,18.5,18.5,37,37
443,2015,2,29,1,0,21,0,7,2,402.5,450,805,900
46,2016,3,43,1,1,1,2,6,1,245,403,245,403
132,2016,0,43,0,1,1,1,14,3,794.67,948,2384,2844
132,2016,0,43,0,1,1,2,3,3,54,76.333333,162,229
140,2016,0,43,0,1,1,0,7,3,210,306.333333,630,919
306,2015,1,43,0,1,1,1,10,2,1147.5,1352.5,2295,2705
306,2015,1,43,0,1,1,0,2,2,10,14,20,28
306,2015,1,43,0,1,1,0,2,2,10,14,20,28
306,2015,1,43,0,1,1,0,7,3,326.67,401.666667,980,1205
365,2015,10,43,0,1,1,1,11,2,850.5,877.5,1701,1755
365,2015,10,43,0,1,1,0,7,3,350,472,1050,1416
365,2015,10,43,0,1,1,2,3,1,135,169,135,169
375,2015,10,43,0,1,1,1,11,1,2443,2927,2443,2927
40,2016,3,43,0,2,5,1,14,3,247.33,264.666667,742,794
84,2016,7,43,0,2,5,2,15,1,826,991,826,991
62,2016,3,53,1,1,10,0,2,1,140,225,140,225
62,2016,3,53,1,1,10,0,2,1,144,195,144,195
170,2015,8,52,0,0,15,1,10,2,1024.5,1049,2049,2098
300,2015,1,52,0,0,15,1,10,1,2295,1859,2295,1859
300,2015,1,52,0,0,15,0,7,3,93.33,139.333333,280,418
390,2015,9,52,0,0,15,1,11,1,540,444,540,444
390,2015,9,52,0,0,15,0,2,1,108,97,108,97
40,2016,3,52,0,0,22,1,11,3,180,262,540,786
40,2016,3,52,0,0,22,0,2,3,3,4.666667,9,14
63,2016,3,52,0,0,22,1,14,1,2384,1986,2384,1986
158,2016,8,52,0,0,22,1,14,1,742,808,742,808
158,2016,8,52,0,0,22,0,2,3,1.67,1.666667,5,5
158,2016,8,52,0,0,22,0,2,2,27,43,54,86
221,2016,6,52,0,0,22,1,14,2,1192,1041.5,2384,2083
165,2015,8,52,0,0,22,1,10,1,2049,2435,2049,2435
269,2015,5,52,0,0,22,1,10,3,773.33,497.333333,2320,1492
417,2015,2,52,0,0,22,1,10,2,270,243.5,540,487
417,2015,2,52,0,0,22,0,2,3,60,50.333333,180,151
417,2015,2,52,0,0,22,2,3,1,171,272,171,272
225,2016,6,52,1,1,16,0,13,3,40,63.333333,120,190
225,2016,6,52,1,1,16,0,7,1,700,1123,700,1123
232,2016,6,52,1,1,16,0,7,2,385,633.5,770,1267
426,2015,2,52,1,1,16,0,13,1,150,192,150,192
426,2015,2,52,1,1,16,0,13,3,150,200.333333,450,601
426,2015,2,52,1,1,16,0,7,1,420,552,420,552
337,2015,11,52,1,2,5,0,1,3,265,272.333333,795,817
162,2016,8,51,1,2,5,1,11,1,540,594,540,594
162,2016,8,51,1,2,5,2,3,2,108,147.5,216,295
241,2016,6,51,1,2,5,2,3,1,261,288,261,288
211,2015,6,51,1,2,5,1,11,1,2443,2205,2443,2205
235,2015,6,51,1,2,5,1,11,3,814.33,776,2443,2328
306,2015,1,51,1,2,5,1,11,3,814.33,743.333333,2443,2230
142,2016,0,43,0,1,8,1,14,3,794.67,931.333333,2384,2794
142,2016,0,43,0,1,8,2,3,1,162,239,162,239
278,2015,5,43,0,1,8,1,11,2,270,281.5,540,563
322,2015,1,43,0,1,8,1,10,3,765,919,2295,2757
441,2015,2,43,0,1,8,1,11,3,567,661.333333,1701,1984
441,2015,2,43,0,1,8,0,8,2,302.5,429,605,858
3,2016,4,44,0,1,20,2,3,2,103.5,130,207,260
66,2016,3,44,0,1,20,2,3,2,54,86.5,108,173
306,2015,1,44,0,1,20,2,3,1,234,287,234,287
338,2015,11,44,0,1,20,2,3,1,207,267,207,267
377,2015,10,44,0,1,20,2,3,2,90,125.5,180,251
142,2016,0,44,0,1,20,1,14,1,2384,3161,2384,3161
145,2016,0,44,0,1,20,1,14,3,794.67,1061.333333,2384,3184
89,2016,7,45,1,0,9,1,14,2,1192,1840.5,2384,3681
89,2016,7,45,1,0,9,0,2,2,47.5,49.5,95,99
89,2016,7,45,1,0,9,0,2,3,24,22.333333,72,67
89,2016,7,45,1,0,9,0,7,1,945,1351,945,1351
199,2016,6,45,1,0,9,1,11,1,540,701,540,701
199,2016,6,45,1,0,9,0,2,2,121.5,209.5,243,419
199,2016,6,45,1,0,9,0,2,1,150,152,150,152
199,2016,6,45,1,0,9,0,7,2,315,499,630,998
228,2016,6,45,1,0,9,1,10,3,188.33,173,565,519
228,2016,6,45,1,0,9,2,9,1,1458,1509,1458,1509
234,2016,6,45,1,0,9,1,14,2,1192,1283.5,2384,2567
234,2016,6,45,1,0,9,0,13,2,275.5,417.5,551,835
234,2016,6,45,1,0,9,0,13,1,10,14,10,14
234,2016,6,45,1,0,9,0,4,1,80,72,80,72
220,2015,6,45,1,0,9,1,10,3,690.33,795.333333,2071,2386
323,2015,1,45,1,0,9,1,10,2,1147.5,1354.5,2295,2709
323,2015,1,45,1,0,9,0,7,2,402.5,476,805,952
344,2015,11,45,0,1,16,0,7,1,770,1032,770,1032
344,2015,11,45,0,1,16,2,9,3,50,66.666667,150,200
111,2016,7,45,1,1,1,1,11,1,1701,2113,1701,2113
111,2016,7,45,1,1,1,0,2,3,15,21.333333,45,64
111,2016,7,45,1,1,1,0,2,2,72,112,144,224
111,2016,7,45,1,1,1,0,7,3,128.33,212,385,636
115,2016,0,45,1,1,1,1,14,1,2384,3455,2384,3455
115,2016,0,45,1,1,1,0,2,3,48.33,77,145,231
115,2016,0,45,1,1,1,0,2,1,27,39,27,39
335,2015,11,45,1,1,1,1,10,3,765,967,2295,2901
335,2015,11,45,1,1,1,0,13,3,175,246.333333,525,739
335,2015,11,45,1,1,1,0,7,2,35,45,70,90
88,2016,7,46,0,0,23,1,14,3,794.67,918,2384,2754
88,2016,7,46,0,0,23,0,7,1,35,54,35,54
88,2016,7,46,0,0,23,2,9,1,1050,826,1050,826
196,2016,6,46,0,0,23,1,11,2,270,283.5,540,567
196,2016,6,46,0,0,23,0,2,2,76.5,73,153,146
196,2016,6,46,0,0,23,0,2,1,65,112,65,112
236,2016,6,46,0,0,23,1,10,3,188.33,287.333333,565,862
236,2016,6,46,0,0,23,0,5,2,253,235.5,506,471
236,2016,6,46,0,0,23,0,7,2,472.5,556.5,945,1113
213,2015,6,46,0,0,23,1,10,2,1035.5,1123.5,2071,2247
310,2015,1,46,0,0,23,1,10,1,2320,1620,2320,1620
310,2015,1,46,0,0,23,0,2,2,130,107,260,214
388,2015,9,46,0,0,23,1,14,2,607.5,760,1215,1520
388,2015,9,46,0,0,23,0,13,2,42.5,50.5,85,101
388,2015,9,46,0,0,23,0,13,2,232,247,464,494
388,2015,9,46,0,0,23,0,7,2,525,653.5,1050,1307
36,2016,4,46,1,0,22,1,14,2,607.5,642,1215,1284
36,2016,4,46,1,0,22,2,9,3,396,497.666667,1188,1493
60,2016,3,46,1,0,22,1,11,3,814.33,895.666667,2443,2687
94,2016,7,46,1,0,22,1,14,2,1192,1617,2384,3234
202,2015,6,46,1,0,22,1,10,1,2049,1555,2049,1555
249,2015,5,46,1,0,22,1,14,2,1192,1342.5,2384,2685
249,2015,5,46,1,0,22,0,2,1,144,192,144,192
249,2015,5,46,1,0,22,0,2,1,45,46,45,46
249,2015,5,46,1,0,22,0,7,2,490,517.5,980,1035
249,2015,5,46,1,0,22,2,3,2,4.5,5,9,10
249,2015,5,46,1,0,22,1,11,1,2443,2516,2443,2516
353,2015,11,46,1,0,22,1,10,1,2320,1812,2320,1812
415,2015,2,46,1,0,22,1,14,2,1192,1039,2384,2078
415,2015,2,46,1,0,22,0,7,3,128.33,128,385,384
444,2015,2,46,1,0,22,1,10,3,765,898.666667,2295,2696
444,2015,2,46,1,0,22,0,2,1,50,69,50,69
444,2015,2,46,1,0,22,0,2,3,16.67,23.333333,50,70
109,2016,7,47,0,2,5,2,9,2,250,313.5,500,627
111,2016,7,47,0,2,5,2,9,2,700,952.5,1400,1905
190,2016,8,47,0,2,5,2,9,2,450,524.5,900,1049
347,2015,11,47,0,2,5,2,9,3,283.33,273.666667,850,821
369,2015,10,47,0,2,5,2,9,1,1566,1719,1566,1719
383,2015,10,47,0,2,5,2,9,3,18,21,54,63
406,2015,9,47,0,2,5,2,9,2,513,608,1026,1216
228,2016,6,48,1,0,15,2,9,1,540,691,540,691
191,2016,8,48,0,1,16,0,7,3,116.67,173.666667,350,521
303,2015,1,48,0,1,16,0,7,2,105,142.5,210,285
71,2016,3,49,0,0,9,1,14,1,2384,1696,2384,1696
113,2016,7,49,0,0,9,1,11,3,814.33,946,2443,2838
142,2016,0,49,0,0,9,1,14,3,794.67,1115,2384,3345
197,2015,6,49,0,0,9,1,10,2,1035.5,1368.5,2071,2737
261,2015,5,49,0,0,9,1,11,1,2443,3095,2443,3095
286,2015,5,49,0,0,9,1,14,1,2384,2615,2384,2615
333,2015,11,49,0,0,9,1,14,2,371,498.5,742,997
341,2015,11,49,0,0,9,1,10,2,1147.5,788,2295,1576
421,2015,2,49,0,0,9,1,10,2,1160,1207,2320,2414
352,2015,11,50,1,0,15,2,9,1,648,868,648,868
319,2015,1,24,1,1,20,1,10,3,765,828.666667,2295,2486
401,2015,9,24,0,0,28,2,9,3,504,562,1512,1686
417,2015,2,17,0,0,22,2,3,3,48,70,144,210
417,2015,2,17,0,0,22,2,9,1,54,50,54,50
444,2015,2,17,0,0,22,2,9,2,100,127.5,200,255
109,2016,7,17,1,2,5,2,6,3,24.33,29,73,87
19,2016,4,24,1,1,10,0,7,1,210,292,210,292
24,2016,4,24,1,1,10,0,7,2,455,750,910,1500
108,2016,7,24,1,1,10,0,7,2,297.5,476.5,595,953
122,2016,0,24,1,1,10,0,7,3,81.67,132.333333,245,397
172,2016,8,24,1,1,10,0,7,3,326.67,479,980,1437
331,2015,11,24,1,1,10,0,7,3,326.67,432.333333,980,1297
347,2015,11,24,1,1,10,0,7,3,46.67,66.333333,140,199
441,2015,2,24,1,1,10,0,7,1,70,90,70,90
206,2015,6,24,1,0,11,1,10,1,2071,2211,2071,2211
320,2015,1,24,1,0,11,1,10,3,765,669.333333,2295,2008
320,2015,1,24,1,0,11,0,13,2,315,297.5,630,595
320,2015,1,24,1,0,11,0,13,1,30,38,30,38
320,2015,1,24,1,0,11,0,13,1,69,71,69,71
320,2015,1,24,1,0,11,0,4,1,80,111,80,111
408,2015,9,24,1,0,11,1,11,1,540,563,540,563
408,2015,9,24,1,0,11,0,2,2,7.5,10,15,20
408,2015,9,24,1,0,11,0,2,3,81,76,243,228
33,2016,4,24,0,0,22,1,11,3,180,256.666667,540,770
33,2016,4,24,0,0,22,0,2,3,42,43,126,129
33,2016,4,24,0,0,22,0,2,2,32.5,51,65,102
304,2015,1,24,0,0,22,0,2,2,37.5,36,75,72
304,2015,1,24,0,0,22,0,2,2,100,111,200,222
277,2015,5,25,1,1,20,1,10,3,765,937.666667,2295,2813
191,2016,8,26,0,1,1,0,7,3,128.33,202,385,606
221,2016,6,26,0,0,15,2,9,1,1350,1633,1350,1633
301,2015,1,26,0,0,15,2,9,1,1050,1267,1050,1267
302,2015,1,26,0,0,15,2,9,2,486,629,972,1258
313,2015,1,26,0,0,15,2,9,1,486,334,486,334
360,2015,10,26,1,0,9,2,9,3,414,323.333333,1242,970
317,2015,1,26,1,1,2,1,10,1,2320,2344,2320,2344
317,2015,1,26,1,1,2,0,7,3,198.33,272.666667,595,818
62,2016,3,23,1,3,3,0,4,2,71.5,87,143,174
199,2016,6,23,1,3,3,0,4,3,53,72.333333,159,217
362,2015,10,23,1,3,3,0,4,1,175,190,175,190
209,2016,6,67,1,3,3,0,13,3,13.67,17.333333,41,52
410,2015,9,67,1,3,3,0,13,2,490,518.5,980,1037
386,2015,9,66,0,3,3,0,13,1,27,30,27,30
388,2015,9,66,0,3,3,0,13,1,70,81,70,81
388,2015,9,66,0,3,3,0,13,3,23.33,26.333333,70,79
388,2015,9,66,0,3,3,0,13,3,14.67,14.333333,44,43
37,2016,4,44,0,3,3,0,1,3,530,592.666667,1590,1778
151,2016,0,42,1,3,18,0,4,3,29,38.333333,87,115
266,2016,5,40,0,3,0,0,13,3,315,385,945,1155
398,2015,9,40,0,3,0,0,13,3,19,19.666667,57,59
124,2015,0,39,1,3,18,1,10,3,683,707.666667,2049,2123
340,2015,11,39,1,3,18,1,10,2,1147.5,1002,2295,2004
340,2015,11,39,1,3,18,2,12,1,225,216,225,216
54,2016,3,29,0,0,21,2,9,2,525,610,1050,1220
97,2016,7,29,0,0,21,2,9,2,162,188.5,324,377
230,2016,6,29,0,0,21,2,9,3,126,183,378,549
420,2015,2,29,0,0,21,2,9,1,300,230,300,230
19,2016,4,29,1,0,21,2,9,2,783,886,1566,1772
302,2015,1,29,1,0,21,2,9,1,500,543,500,543
327,2015,11,29,1,0,21,2,9,2,300,276,600,552
337,2015,11,29,0,0,15,2,9,3,54,49,162,147
327,2015,11,30,1,0,9,2,9,2,432,595.5,864,1191
393,2015,9,71,0,0,22,0,7,1,630,691,630,691
393,2015,9,71,0,2,5,0,7,3,128.33,139.666667,385,419
1,2016,4,30,0,2,5,2,9,1,216,243,216,243
76,2016,7,30,0,2,5,2,9,3,116.67,159,350,477
203,2016,6,30,0,2,5,2,9,2,243,283,486,566
311,2015,1,30,0,2,5,2,9,1,850,900,850,900
375,2015,10,30,0,2,5,2,9,2,783,873,1566,1746
27,2016,4,30,0,0,24,0,13,2,36,35.5,72,71
27,2016,4,30,0,0,24,2,3,1,234,309,234,309
28,2016,4,30,0,0,24,0,13,2,348,540,696,1080
28,2016,4,30,0,0,24,0,13,3,20,27.333333,60,82
28,2016,4,30,0,0,24,0,7,1,560,872,560,872
68,2016,3,30,0,0,24,0,13,2,52,82,104,164
68,2016,3,30,0,0,24,0,7,2,297.5,395,595,790
68,2016,3,30,0,0,24,2,3,1,144,189,144,189
68,2016,3,30,0,0,24,2,9,2,175,151,350,302
76,2016,7,30,0,0,24,0,13,1,85,136,85,136
76,2016,7,30,0,0,24,0,7,2,315,316.5,630,633
90,2016,7,30,0,0,24,0,13,2,58,53.5,116,107
141,2016,0,30,0,0,24,0,13,1,145,214,145,214
141,2016,0,30,0,0,24,0,7,3,326.67,300.333333,980,901
141,2016,0,30,0,0,24,2,3,2,72,77.5,144,155
147,2016,0,30,0,0,24,2,6,3,171.33,295.666667,514,887
147,2016,0,30,0,0,24,0,13,3,5,7.666667,15,23
153,2016,0,30,0,0,24,0,13,2,75,96.5,150,193
153,2016,0,30,0,0,24,0,13,1,16,15,16,15
174,2016,8,30,0,0,24,0,13,1,645,794,645,794
174,2016,8,30,0,0,24,2,3,1,90,101,90,101
175,2016,8,30,0,0,24,0,13,1,193,161,193,161
175,2016,8,30,0,0,24,0,13,3,1.33,2,4,6
205,2016,6,30,0,0,24,0,13,1,116,129,116,129
205,2016,6,30,0,0,24,0,13,2,43,63.5,86,127
260,2016,5,30,0,0,24,0,13,3,203,239.333333,609,718
260,2016,5,30,0,0,24,0,13,3,25,24.666667,75,74
260,2016,5,30,0,0,24,0,13,3,17.67,29.666667,53,89
296,2015,1,30,0,0,24,0,13,2,45,49,90,98
296,2015,1,30,0,0,24,2,9,1,1400,1130,1400,1130
303,2015,1,30,0,0,24,0,13,2,217.5,311.5,435,623
303,2015,1,30,0,0,24,0,13,3,3.33,3.333333,10,10
303,2015,1,30,0,0,24,0,13,1,60,48,60,48
303,2015,1,30,0,0,24,0,1,2,397.5,539,795,1078
318,2015,1,30,0,0,24,0,13,3,183.67,240.666667,551,722
318,2015,1,30,0,0,24,0,13,2,12.5,18,25,36
318,2015,1,30,0,0,24,0,13,2,23,30,46,60
332,2015,11,30,0,0,24,0,13,3,7,8,21,24
353,2015,11,30,0,0,24,0,13,2,129,133.5,258,267
353,2015,11,30,0,0,24,0,13,3,12,9.666667,36,29
353,2015,11,30,0,0,24,0,13,3,5.33,5.666667,16,17
355,2015,10,30,0,0,24,0,2,2,67.5,52.5,135,105
355,2015,10,30,0,0,24,0,2,3,41.67,56.666667,125,170
359,2015,10,30,0,0,24,0,13,2,17.5,16,35,32
359,2015,10,30,0,0,24,0,13,2,31,40,62,80
359,2015,10,30,0,0,24,0,13,2,45,52,90,104
359,2015,10,30,0,0,24,0,7,2,280,394,560,788
371,2015,10,30,0,0,24,0,13,1,100,121,100,121
371,2015,10,30,0,0,24,0,13,2,4.5,6,9,12
412,2015,9,30,0,0,24,0,13,2,10,13,20,26
413,2015,9,30,0,0,24,0,13,3,43.33,40.333333,130,121
413,2015,9,30,0,0,24,0,7,1,385,476,385,476
422,2015,2,30,0,0,24,0,13,2,319,379.5,638,759
422,2015,2,30,0,0,24,0,13,3,8.33,7,25,21
422,2015,2,30,0,0,24,0,7,3,315,446,945,1338
425,2015,2,30,0,0,24,0,13,1,261,371,261,371
425,2015,2,30,0,0,24,0,13,2,57.5,68.5,115,137
425,2015,2,30,0,0,24,0,13,1,14,12,14,12
340,2015,11,30,0,1,20,2,9,1,54,70,54,70
1,2016,4,31,1,2,5,0,7,2,297.5,379.5,595,759
12,2016,4,31,1,2,5,0,7,3,326.67,407.333333,980,1222
50,2016,3,31,1,2,5,0,7,3,35,42.333333,105,127
76,2016,7,31,1,2,5,0,7,3,35,45.666667,105,137
88,2016,7,31,1,2,5,0,7,1,525,715,525,715
186,2016,8,31,1,2,5,0,7,2,87.5,109,175,218
298,2015,1,31,1,2,5,0,7,2,245,276.5,490,553
384,2015,10,31,1,2,5,0,7,2,367.5,452.5,735,905
413,2015,9,31,1,2,5,0,7,1,35,39,35,39
424,2015,2,31,1,2,5,0,7,2,140,146,280,292
436,2015,2,31,1,2,5,0,7,2,122.5,147.5,245,295
134,2016,0,31,0,1,10,1,10,1,769,1006,769,1006
339,2015,11,31,0,1,10,1,10,3,773.33,868.666667,2320,2606
155,2016,8,31,1,0,12,1,10,2,1160,1094,2320,2188
217,2015,6,31,1,0,12,1,10,2,1035.5,1296,2071,2592
345,2015,11,31,1,0,12,1,10,1,2295,2697,2295,2697
345,2015,11,31,1,0,12,0,13,3,14.67,10.666667,44,32
211,2015,6,31,1,0,15,1,10,1,2071,2377,2071,2377
333,2015,11,31,1,0,15,1,10,1,2320,1774,2320,1774
333,2015,11,31,1,0,15,2,3,3,30,25.333333,90,76
222,2015,6,32,1,0,15,1,10,3,690.33,680,2071,2040
348,2015,11,32,1,0,15,1,10,2,1147.5,1391.5,2295,2783
358,2015,10,32,1,0,15,1,10,3,256.33,184.333333,769,553
231,2015,6,32,0,0,21,1,10,1,2049,2328,2049,2328
337,2015,11,32,0,0,21,1,10,3,765,601,2295,1803
197,2015,6,33,0,0,22,1,10,2,1035.5,674.5,2071,1349
197,2015,6,33,0,0,22,1,10,1,2049,1605,2049,1605
337,2015,11,33,0,0,22,1,10,1,2320,2205,2320,2205
337,2015,11,33,0,0,22,0,2,1,100,86,100,86
337,2015,11,33,0,0,22,0,2,1,5,7,5,7
397,2015,9,33,0,0,22,1,10,1,2320,2093,2320,2093
372,2015,10,64,1,2,5,0,7,1,105,107,105,107
14,2016,4,31,0,0,21,2,3,3,6,8,18,24
108,2016,7,31,0,0,21,2,3,2,22.5,27.5,45,55
231,2015,6,32,0,0,28,1,10,3,690.33,572.666667,2071,1718
364,2015,10,32,0,0,28,1,10,3,765,757.333333,2295,2272
197,2015,6,33,1,0,14,1,10,2,1024.5,1037.5,2049,2075
365,2015,10,33,1,0,14,1,10,2,1147.5,1061,2295,2122
365,2015,10,33,1,0,14,0,13,2,175,160.5,350,321
365,2015,10,33,1,0,14,0,13,1,5,4,5,4
365,2015,10,33,1,0,14,0,1,1,636,774,636,774
414,2015,2,33,1,0,14,0,13,2,165,140,330,280
414,2015,2,33,1,0,14,0,13,2,5.5,4.5,11,9
407,2015,9,34,0,0,22,0,2,2,60,76.5,120,153
407,2015,9,34,0,0,22,0,2,1,135,168,135,168
47,2015,3,34,0,0,28,1,10,2,1024.5,840.5,2049,1681
405,2015,9,34,0,0,28,1,10,3,256.33,207.333333,769,622
407,2015,9,34,0,0,28,1,10,3,765,850.666667,2295,2552
95,2016,7,19,1,0,21,0,13,1,90,121,90,121
397,2015,9,19,1,0,21,1,10,3,765,618,2295,1854
397,2015,9,19,1,0,21,0,13,3,16.67,18,50,54
434,2015,2,20,1,0,12,1,10,1,2320,2660,2320,2660
434,2015,2,20,1,0,12,0,2,1,240,330,240,330
63,2016,3,18,1,0,6,0,7,3,105,154,315,462
63,2016,3,18,1,0,6,2,9,1,378,520,378,520
244,2016,5,18,1,1,1,0,7,3,233.33,353,700,1059
256,2016,5,19,0,0,25,0,7,2,420,430.5,840,861
254,2016,5,19,0,1,20,0,13,3,15,24.333333,45,73
349,2015,11,19,0,1,20,1,10,2,1160,1323,2320,2646
349,2015,11,19,0,1,20,0,13,3,268.33,370.333333,805,1111
349,2015,11,19,0,1,20,0,13,3,20,27.333333,60,82
427,2015,2,20,0,0,6,1,10,2,1160,1015.5,2320,2031
