Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
3333,6268,49.0,0.457,0.884,9.0,-9.954,1,0.0675,0.02,4.17e-05,0.09,0.682,151.747,207427.0,4,6
115,5062,23.0,0.578,0.455,11.0,-11.265,1,0.0252,0.813,0.0532,0.112,0.217,99.988,3.763333333,4,0
5011,9960,37.0,0.552,0.57,1.0,-6.973,0,0.0274,0.71,2.18e-06,0.0886,0.734,147.268,187413.0,4,10
4051,7934,27.0,0.524,0.224,2.0,-11.612,1,0.0327,0.896,0.686,0.0937,0.148,130.093,304080.0,4,6
4380,8762,59.0,0.642,0.355,5.0,-14.196,1,0.0329,0.0951,3.44e-05,0.0865,0.725,180.26,180133.0,4,10
4115,3995,45.0,0.545,0.964,1.0,-4.326,1,0.0565,0.000114,3.87e-06,0.0842,0.698,142.002,233439.0,4,10
3021,6319,55.0,0.829,0.619,9.0,-8.275,0,0.0996,0.0871,1.3e-06,0.119,0.217,102.025,160161.0,4,5
5988,1350,32.0,0.747,0.162,2.0,-16.498,1,0.031,0.964,0.000291,0.132,0.716,93.09,219141.0,1,2
2244,5888,77.0,0.273,0.952,11.0,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,6.76066667,4,10
5599,6390,33.0,0.11,0.729,9.0,-7.247,1,0.0395,0.000413,0.137,0.108,0.498,182.476,249963.0,4,10
3645,5287,40.0,0.38,0.843,4.0,-2.939,0,0.0346,0.0279,0.519,0.113,0.306,106.149,178987.0,4,2
6134,2423,18.0,0.546,0.918,8.0,-10.854,0,0.0328,0.063,0.946,0.403,0.956,90.103,277313.0,4,6
2828,9222,64.0,0.784,0.845,3.0,-2.793,1,0.0596,0.286,1.59e-05,0.074,0.888,105.981,194721.0,4,9
3711,3403,57.0,0.532,0.942,4.0,-3.395,0,0.0348,0.0232,0.848,0.104,0.533,95.065,199133.0,4,9
1234,6330,47.0,0.405,0.943,6.0,-5.399,0,0.0929,7.95e-05,0.000672,0.159,0.521,175.008,227707.0,4,10
1099,4608,35.0,0.617,0.593,4.0,-7.761,1,0.028,0.385,0.000123,0.137,0.614,95.086,329237.0,4,2
4730,1125,17.0,0.301,0.813,11.0,-8.145,1,0.0459,0.0949,0.001,0.308,0.563,158.675,234901.0,4,2
1060,7834,66.0,0.629,0.581,4.0,-11.856,1,0.027,0.513,2.06e-06,0.0755,0.359,97.074,338800.0,4,10
1514,5750,63.0,0.492,0.7,8.0,-7.001,1,0.0437,0.413,0.00013,0.0996,0.605,110.741,253165.0,4,10
1200,6987,36.0,0.79,0.143,9.0,-17.285,1,0.39,0.948,2.65e-05,0.339,0.589,119.964,135040.0,3,6
1630,7592,66.0,0.435,0.423,11.0,-8.795,1,0.024,0.0916,0.000659,0.132,0.451,91.137,287091.0,3,10
5163,9289,37.0,0.586,0.401,6.0,-11.063,0,0.223,0.128,0.00472,0.263,0.405,115.951,195341.0,4,2
4301,4505,36.0,0.619,0.839,9.0,-10.204,1,0.416,0.265,0.00363,0.0789,0.743,162.385,173000.0,4,2
4342,5209,41.0,0.393,0.913,8.0,-5.009,1,0.0713,0.00683,0.00328,0.0547,0.651,78.157,309533.0,4,10
4779,9069,60.0,0.321,0.22,7.0,-12.608,0,0.0352,0.828,0.00398,0.0873,0.301,157.037,248280.0,4,10
222,4213,46.0,0.792,0.634,4.0,-11.178,0,0.0723,0.116,0.162,0.065,0.556,90.04,252036.0,4,10
758,6315,27.0,0.299,0.578,9.0,-7.567,1,0.0341,0.67,7.1e-05,0.125,0.707,90.612,154680.0,4,10
2178,4959,33.0,0.704,0.2,8.0,-12.217,0,0.035,0.755,0.00186,0.126,0.139,111.947,4.207583333,4,0
4302,6005,11.0,0.599,0.617,8.0,-9.81,1,0.0425,0.0209,5e-06,0.146,0.279,135.002,239107.0,4,6
557,2017,63.0,0.501,0.988,1.0,-3.339,1,0.12,6.02e-05,5.54e-05,0.394,0.192,94.953,221748.0,4,10
3439,3922,54.0,0.807,0.903,4.0,-11.09,1,0.113,0.211,3.13e-06,0.0565,0.94,165.034,269867.0,4,5
5835,3763,41.0,0.669,0.848,8.0,-10.072,0,0.03,0.0273,0.0869,0.0881,0.661,102.048,177507.0,4,6
2099,3047,43.0,0.66,0.708,10.0,-9.142,1,0.117,0.101,0.00185,0.0869,0.908,75.219,218307.0,4,6
5863,3842,64.0,0.353,0.866,2.0,-3.274,1,0.0392,3.03e-05,3e-05,0.295,0.544,165.215,174013.0,4,10
770,7438,10.0,0.496,0.984,11.0,-3.899,0,0.136,3.41e-05,0.000335,0.368,0.247,107.48,252840.0,4,8
1545,4492,26.0,0.764,0.961,2.0,-3.658,1,0.0559,0.172,0.0524,0.0473,0.432,126.008,351095.0,4,1
2506,7266,45.0,0.51,0.944,5.0,-5.773,0,0.0385,5.68e-05,0.000167,0.228,0.635,109.985,326160.0,4,8
4605,4746,55.0,0.488,0.153,5.0,-17.966,1,0.033,0.918,0.384,0.141,0.155,143.907,3.441083333,4,7
4218,7358,55.0,0.436,0.761,8.0,-2.43,1,0.0506,0.00127,0.00403,0.173,0.282,142.027,225027.0,4,8
6642,2617,50.0,0.861,0.642,7.0,-8.634,0,0.0793,0.421,0.000262,0.0828,0.775,113.976,219320.0,4,9
832,4031,56.0,0.597,0.655,9.0,-6.188,1,0.0299,0.00473,5.15e-05,0.607,0.36,121.06,237413.0,4,1
6021,3320,35.0,0.393,0.895,10.0,-6.187,1,0.0524,0.00416,1.13e-06,0.71,0.281,131.256,311267.0,4,8
1937,2108,55.0,0.625,0.358,5.0,-8.545,0,0.0279,0.309,0.0171,0.11,0.238,84.609,222929.0,4,6
4290,2570,54.0,0.775,0.56,4.0,-7.085,1,0.0314,0.195,0.000863,0.183,0.811,106.003,251187.0,4,10
416,1565,57.0,0.45,0.993,6.0,-2.216,1,0.292,3.45e-05,0.0308,0.451,0.217,160.029,211875.0,4,8
3623,8593,22.0,0.189,0.872,2.0,-4.918,1,0.0528,3.16e-05,0.9,0.125,0.122,109.953,315856.0,4,8
3211,7365,54.0,0.682,0.74,2.0,-9.886,1,0.0445,0.286,2.13e-06,0.0812,0.904,98.999,201893.0,4,1
789,5201,79.0,0.377,0.682,7.0,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133.0,4,10
1316,2725,42.0,0.325,0.342,7.0,-8.86,1,0.0358,0.748,6.63e-05,0.101,0.264,92.08,243193.0,4,9
2381,3786,40.0,0.44,0.114,2.0,-18.43,0,0.037,0.953,0.849,0.119,0.144,92.895,2.2809,4,7
4219,4171,82.0,0.778,0.547,2.0,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733.0,4,9
6304,5245,31.0,0.489,0.925,7.0,-4.679,1,0.0644,7.37e-05,0.00543,0.347,0.651,169.832,172387.0,4,10
369,7882,63.0,0.639,0.776,9.0,-4.61,1,0.0829,0.0731,1.97e-06,0.18,0.267,160.101,145801.0,4,10
6023,8577,33.0,0.52,0.761,2.0,-6.873,0,0.0304,0.000596,0.306,0.178,0.276,118.908,358000.0,4,10
5882,7510,42.0,0.628,0.795,11.0,-6.941,0,0.0282,0.00406,1.36e-05,0.132,0.731,134.999,308387.0,4,10
5102,146,36.0,0.32,0.932,7.0,-4.85,1,0.0992,0.0024,0.0145,0.508,0.607,173.83,218533.0,4,1
5082,2553,47.0,0.176,0.962,5.0,-3.139,1,0.103,1.66e-05,0.522,0.321,0.425,153.951,206733.0,4,10
3053,5535,63.0,0.692,0.494,1.0,-12.232,0,0.0581,0.234,0.00453,0.122,0.469,139.874,198924.0,4,9
4061,9115,64.0,0.445,0.591,7.0,-9.004,0,0.0316,0.319,0.766,0.107,0.0774,137.864,216038.0,4,6
3318,8108,30.0,0.334,0.884,7.0,-4.923,1,0.0399,0.135,3.71e-06,0.126,0.552,163.04,318320.0,4,10
1182,5073,45.0,0.406,0.804,6.0,-6.341,0,0.0504,0.00546,5.25e-05,0.473,0.48,155.023,216000.0,4,8
3412,2847,16.0,0.584,0.635,8.0,-9.223,1,0.127,0.219,0.00227,0.351,0.915,91.121,281013.0,4,2
6696,9577,13.0,0.598,0.772,7.0,-9.139,1,0.0339,0.00297,0.015,0.924,0.707,126.019,306902.0,3,9
566,9236,21.0,0.4,0.456,7.0,-11.607,1,0.0338,0.104,2.73e-06,0.0981,0.273,117.623,308973.0,4,10
120,1624,50.0,0.373,0.97,1.0,-4.905,1,0.181,2.02e-05,0.668,0.446,0.277,153.786,252469.0,4,8
2622,4732,62.0,0.723,0.896,10.0,-2.512,1,0.0435,0.0598,7.76e-05,0.0689,0.938,124.013,208402.0,4,9
3502,6261,89.0,0.758,0.913,6.0,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,3.1035,4,9
6662,2989,31.0,0.506,0.832,7.0,-3.913,1,0.0596,0.00154,2.15e-05,0.087,0.32,140.903,195587.0,4,1
3305,1415,45.0,0.682,0.78,7.0,-9.948,1,0.0538,0.0114,0.735,0.0862,0.317,115.564,319760.0,4,1
3355,1749,30.0,0.47,0.401,5.0,-12.476,1,0.0355,0.297,0.00594,0.174,0.407,188.037,341933.0,3,2
923,7808,64.0,0.463,0.749,11.0,-8.118,0,0.0891,0.00796,0.00219,0.0558,0.888,183.048,179653.0,4,6
5780,4919,37.0,0.582,0.338,5.0,-6.416,0,0.0369,0.665,4.01e-05,0.107,0.298,97.785,213880.0,4,10
2294,2499,21.0,0.567,0.461,1.0,-7.124,1,0.0459,0.00107,0.136,0.4,0.184,83.021,2.939766667,4,0
5864,7137,47.0,0.531,0.943,7.0,-6.025,1,0.0489,0.5,0.232,0.932,0.778,144.746,225760.0,4,6
5609,1434,43.0,0.537,0.823,9.0,-5.874,1,0.0322,0.00784,2.19e-06,0.122,0.759,132.241,151827.0,4,6
4428,1130,26.0,0.349,0.443,3.0,-15.045,1,0.0328,0.964,0.925,0.0872,0.657,135.03,426413.0,4,6
6164,6408,42.0,0.834,0.856,5.0,-3.309,0,0.206,0.00118,0.0494,0.389,0.772,125.984,209529.0,4,6
3760,317,44.0,0.547,0.949,9.0,-6.244,1,0.0546,0.00038,0.177,0.101,0.169,119.991,366427.0,4,8
2736,330,78.0,0.438,0.805,8.0,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800.0,4,6
3205,5267,45.0,0.553,0.38,5.0,-18.311,0,0.0397,0.446,2.87e-05,0.307,0.861,161.161,6.036216667,4,3
588,9867,45.0,0.419,0.339,7.0,-7.694,0,0.0366,0.784,1.56e-06,0.16,0.378,90.566,181390.0,3,9
4471,3661,41.0,0.191,0.376,1.0,-9.946,1,0.0341,0.47,0.775,0.104,0.194,159.53,280720.0,3,6
2038,3381,48.0,0.313,0.831,1.0,-3.894,1,0.0404,0.000127,0.000341,0.24,0.332,152.034,236867.0,4,9
474,5364,25.0,0.709,0.783,5.0,-7.073,0,0.0334,0.0533,0.00162,0.11,0.899,128.031,204406.0,4,6
4493,3076,42.0,0.527,0.606,5.0,-6.799,1,0.0305,0.0134,0.00029,0.418,0.267,105.509,279107.0,4,10
4796,6551,54.0,0.555,0.422,8.0,-11.541,0,0.0372,0.405,0.0569,0.135,0.35,170.115,160400.0,4,8
972,3152,37.0,0.696,0.598,7.0,-5.413,1,0.0301,0.0146,0.000517,0.104,0.515,132.941,209661.0,4,6
3891,7333,60.0,0.434,0.977,2.0,-4.845,1,0.0786,0.00187,0.166,0.347,0.0939,128.223,297000.0,4,10
4582,422,67.0,0.447,0.568,2.0,-4.975,1,0.0305,0.295,3.26e-06,0.355,0.149,90.933,249760.0,4,6
1676,4500,49.0,0.434,0.955,2.0,-2.637,0,0.0719,0.000127,1.09e-05,0.0572,0.336,89.113,212900.0,4,10
1121,4526,49.0,0.342,0.7,8.0,-5.955,1,0.0449,0.561,0.00121,0.0994,0.118,150.04,275040.0,4,10
5477,3311,21.0,0.413,0.705,9.0,-9.565,1,0.0356,0.0446,0.00325,0.0951,0.571,128.54,348240.0,4,2
5393,8469,41.0,0.604,0.609,6.0,-7.104,1,0.0327,0.0219,0.0178,0.342,0.351,143.579,191664.0,4,6
323,4112,48.0,0.356,0.0145,2.0,-31.366,1,0.0526,0.991,0.922,0.0945,0.196,78.685,2.533333333,3,7
3300,3179,59.0,0.566,0.969,2.0,-3.369,0,0.046,0.0287,0.000442,0.281,0.641,100.012,355120.0,4,10
277,7489,39.0,0.427,0.992,11.0,-2.642,1,0.101,1.63e-05,0.944,0.108,0.267,143.052,273566.0,4,8
3619,4368,37.0,0.208,0.433,5.0,-12.396,1,0.0498,0.991,0.94,0.172,0.278,82.92,124000.0,4,6
3874,3114,49.0,0.519,0.779,4.0,-9.159,1,0.0648,0.573,8.13e-05,0.286,0.888,113.487,173040.0,4,2
6450,1140,46.0,0.8,0.841,10.0,-3.771,0,0.073,0.355,0.000694,0.0784,0.711,100.0,214000.0,4,9
1331,7018,44.0,0.425,0.314,2.0,-9.072,1,0.0312,0.924,0.0124,0.129,0.311,73.69,3.49645,4,0
5388,4081,49.0,0.394,0.863,9.0,-6.239,1,0.101,0.0157,0.0116,0.0609,0.907,193.552,247773.0,4,10
5840,5684,43.0,0.509,0.504,1.0,-6.789,1,0.0267,0.351,0.15,0.31,0.327,104.755,161320.0,4,10
5410,7024,49.0,0.583,0.881,9.0,-4.099,0,0.0904,0.00134,3.49e-05,0.341,0.813,140.09,190487.0,4,9
37,7812,54.0,0.367,0.903,4.0,-5.956,0,0.175,0.0477,0.00124,0.235,0.239,106.329,281781.0,3,10
3435,3697,51.0,0.384,0.575,2.0,-11.808,1,0.0635,0.0818,0.00387,0.161,0.775,196.495,207973.0,4,10
4738,8152,46.0,0.675,0.649,4.0,-8.937,1,0.0562,0.334,0.0655,0.11,0.496,148.0,148267.0,4,1
1480,2112,34.0,0.632,0.8,11.0,-10.833,0,0.0361,0.00676,0.00773,0.148,0.767,131.371,369400.0,4,10
1422,9098,34.0,0.27,0.957,1.0,-3.848,1,0.145,0.000525,0.706,0.389,0.454,92.99,216913.0,5,8
6593,8722,54.0,0.369,0.835,1.0,-4.462,0,0.0777,0.000105,0.0523,0.253,0.525,160.156,211500.0,4,10
1131,3045,6.0,0.74,0.121,7.0,-21.824,1,0.0565,0.996,0.939,0.139,0.917,81.616,97600.0,4,6
3107,6603,23.0,0.456,0.513,5.0,-11.221,0,0.0277,0.00447,0.0273,0.114,0.771,153.995,280603.0,3,1
6080,3368,27.0,0.293,0.978,5.0,-4.882,1,0.087,5.51e-05,0.00604,0.518,0.514,141.714,174378.0,4,8
1933,2814,32.0,0.189,0.997,4.0,-8.196,1,0.119,0.193,0.0472,0.193,0.084,186.337,138413.0,4,2
653,3588,28.0,0.533,0.663,1.0,-8.301,0,0.0341,0.237,0.0814,0.0709,0.702,175.927,185627.0,4,1
5239,4378,26.0,0.359,0.699,1.0,-11.195,1,0.0402,0.0064,0.222,0.117,0.514,148.092,626933.0,4,10
1531,4311,98.0,0.762,0.701,8.0,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867.0,4,5
1207,4003,45.0,0.563,0.535,8.0,-7.922,1,0.0296,0.509,2.35e-06,0.0838,0.391,94.574,198173.0,4,1
2768,1038,11.0,0.723,0.595,11.0,-7.407,0,0.03,0.161,0.000273,0.181,0.892,122.477,221587.0,4,2
2187,6841,70.0,0.726,0.815,11.0,-5.886,1,0.0313,0.00799,0.081,0.112,0.462,140.158,209560.0,4,9
1889,6847,41.0,0.522,0.817,4.0,-9.069,1,0.0668,0.118,0.888,0.135,0.678,170.97,203680.0,4,6
6342,7305,12.0,0.903,0.869,2.0,-10.167,0,0.125,0.0978,0.000749,0.258,0.896,139.982,205714.0,4,5
3159,1051,24.0,0.412,0.379,9.0,-12.424,0,0.0603,0.327,0.000336,0.692,0.248,102.96,212815.0,4,2
5742,9017,50.0,0.44,0.324,6.0,-9.468,1,0.0307,0.777,1.41e-06,0.0621,0.328,79.382,3.14155,4,0
5308,816,29.0,0.442,0.61,9.0,-9.986,0,0.0581,0.0392,0.88,0.173,0.413,140.43,208893.0,4,10
3504,584,43.0,0.533,0.876,2.0,-5.452,1,0.0311,0.000754,0.178,0.0823,0.606,101.011,177326.0,4,6
2790,1904,67.0,0.674,0.413,2.0,-7.816,1,0.0274,0.836,1.95e-05,0.098,0.503,124.893,3.96511667,3,0
3947,1117,26.0,0.654,0.78,1.0,-4.612,1,0.0676,0.0239,0.0523,0.239,0.626,148.149,184288.0,4,9
3575,1357,39.0,0.401,0.904,11.0,-5.297,0,0.098,0.000385,1.63e-06,0.0643,0.251,153.422,240667.0,4,1
3699,7792,63.0,0.334,0.982,4.0,-2.293,0,0.0619,9.11e-05,0.149,0.106,0.501,126.883,476267.0,4,8
6667,1289,51.0,0.81,0.425,6.0,-14.68,0,0.0686,0.638,0.802,0.104,0.542,104.953,196008.0,4,1
4228,182,41.0,0.2,0.63,5.0,-5.679,1,0.0291,0.000713,0.0879,0.137,0.145,42.956,425681.0,4,6
2076,1652,63.0,0.447,0.788,2.0,-4.994,0,0.0464,0.00257,1.68e-05,0.0744,0.505,80.04,193714.0,4,10
3097,6688,53.0,0.475,0.576,9.0,-13.059,1,0.0312,0.0218,0.0221,0.391,0.524,96.378,397773.0,4,10
5099,5718,44.0,0.633,0.878,11.0,-5.985,1,0.11,0.00287,0.00256,0.0631,0.724,140.976,167000.0,4,10
3641,8466,72.0,0.895,0.671,7.0,-3.126,1,0.137,0.243,3.57e-06,0.0768,0.905,84.956,120000.0,4,9
5842,9031,45.0,0.461,0.955,11.0,-6.684,1,0.0489,0.111,0.532,0.952,0.725,160.073,166092.0,4,6
6323,7324,3.0,0.357,0.853,4.0,-7.529,0,0.0492,0.00235,0.0013,0.158,0.294,100.157,397768.0,4,8
5764,4725,35.0,0.641,0.646,8.0,-5.987,1,0.0231,0.0166,0.662,0.127,0.313,94.007,329511.0,4,2
1939,3019,76.0,0.583,0.947,5.0,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613.0,4,10
4421,8684,46.0,0.201,0.961,2.0,-5.234,1,0.0822,0.000525,0.294,0.329,0.154,109.135,234400.0,4,10
6038,3903,60.0,0.477,0.94,9.0,-3.435,1,0.103,0.000211,0.0518,0.346,0.338,76.517,302467.0,4,8
2227,8462,69.0,0.537,0.712,5.0,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871,243160.0,4,6
2715,436,45.0,0.75,0.711,2.0,-10.633,1,0.0641,0.526,0.000653,0.0282,0.961,105.636,2.329333333,4,4
766,6896,61.0,0.627,0.959,7.0,-4.744,1,0.0298,0.316,0.00576,0.112,0.397,109.981,235293.0,4,6
444,9732,17.0,0.278,0.944,10.0,-6.169,1,0.0577,0.000132,0.16,0.304,0.494,164.968,182293.0,4,10
4890,601,57.0,0.468,0.753,4.0,-4.329,0,0.031,0.179,5.65e-06,0.148,0.18,155.929,250293.0,4,10
2691,2398,24.0,0.425,0.14,5.0,-14.161,1,0.0432,0.979,0.734,0.0994,0.183,83.518,2.658333333,4,7
5431,7900,84.0,0.64,0.74,4.0,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320.0,4,9
3699,357,59.0,0.268,0.974,9.0,-2.948,1,0.114,0.00067,0.00106,0.0772,0.342,182.095,477027.0,4,8
4914,2753,37.0,0.592,0.811,7.0,-8.282,1,0.0392,0.00118,0.00231,0.13,0.453,124.029,240640.0,4,10
721,5134,42.0,0.548,0.77,9.0,-6.676,0,0.026,0.193,0.286,0.291,0.41,144.242,307667.0,4,6
6006,2693,39.0,0.579,0.636,2.0,-8.574,0,0.0276,0.0821,0.922,0.446,0.898,132.652,280853.0,4,6
3731,5591,15.0,0.501,0.659,1.0,-8.786,1,0.0355,0.0514,0.327,0.107,0.0756,175.998,4.315666667,4,0
344,9238,46.0,0.447,0.913,1.0,-4.842,1,0.0551,1.02e-05,0.0706,0.0767,0.254,140.055,202286.0,4,10
1874,4130,40.0,0.467,0.114,7.0,-13.973,1,0.0318,0.941,2.25e-05,0.292,0.24,134.647,4.012233333,4,0
1163,7613,63.0,0.415,0.554,7.0,-10.839,0,0.0334,0.00541,0.00202,0.155,0.163,120.318,311292.0,4,10
1033,5067,42.0,0.477,0.578,10.0,-7.965,1,0.0312,0.000224,0.169,0.195,0.666,88.043,252200.0,4,6
4431,1520,47.0,0.208,0.787,9.0,-6.763,0,0.0728,0.00131,0.0171,0.0626,0.472,170.626,337880.0,4,8
3245,9946,24.0,0.379,0.654,9.0,-10.798,1,0.0447,0.694,0.000111,0.275,0.698,135.069,343800.0,4,9
2714,3545,23.0,0.521,0.193,9.0,-17.467,0,0.0664,0.948,0.0337,0.152,0.236,138.78,485227.0,5,10
1598,9924,22.0,0.832,0.629,10.0,-8.245,1,0.344,0.225,0.000481,0.0713,0.52,130.062,136615.0,4,5
1359,507,48.0,0.637,0.856,2.0,-4.34,1,0.034,0.0187,1.99e-05,0.0157,0.846,113.32,271187.0,4,9
3190,2394,46.0,0.469,0.216,2.0,-14.891,1,0.0565,0.98,0.912,0.114,0.316,98.962,3.6279,4,7
6523,9432,66.0,0.774,0.609,3.0,-10.13,0,0.213,0.397,0.0458,0.111,0.891,95.598,205000.0,4,9
3161,1967,56.0,0.476,0.0808,5.0,-21.66,1,0.0357,0.971,0.828,0.0978,0.182,113.985,4.702066667,4,7
6430,6793,44.0,0.602,0.496,10.0,-9.765,0,0.0407,0.386,0.87,0.112,0.504,158.433,340197.0,4,6
4891,827,63.0,0.842,0.807,1.0,-3.59,0,0.134,0.0052,1.06e-06,0.0613,0.441,93.996,206000.0,4,9
6152,4263,48.0,0.59,0.575,1.0,-6.42,0,0.0246,0.602,0.067,0.128,0.5,79.563,4.076216667,4,0
4138,3406,43.0,0.614,0.143,9.0,-18.164,0,0.0267,0.981,0.803,0.114,0.112,119.48,419067.0,4,8
5152,3003,36.0,0.427,0.623,9.0,-6.248,1,0.0321,0.000439,0.013,0.109,0.175,150.077,186411.0,4,6
5921,6196,45.0,0.482,0.463,1.0,-7.927,1,0.0573,0.282,0.848,0.36,0.0427,115.011,293173.0,4,10
5918,3604,54.0,0.533,0.747,10.0,-5.678,0,0.0443,0.041,5.7e-06,0.261,0.277,124.97,372133.0,4,10
6038,2240,50.0,0.478,0.972,6.0,-4.157,1,0.153,0.00114,0.000122,0.354,0.245,100.05,223200.0,4,8
3703,7732,51.0,0.854,0.467,1.0,-9.528,1,0.251,0.00784,0.406,0.099,0.154,129.963,299837.0,4,1
4914,6284,45.0,0.481,0.856,1.0,-5.733,1,0.0331,0.0223,2.26e-05,0.275,0.564,97.515,207373.0,4,6
847,8100,70.0,0.582,0.689,7.0,-12.203,1,0.0277,0.607,0.0571,0.145,0.531,111.166,297853.0,4,10
1607,2683,36.0,0.544,0.507,7.0,-6.285,1,0.0385,0.00456,2.02e-05,0.258,0.407,154.718,285246.0,3,10
2937,2462,51.0,0.481,0.956,1.0,-4.557,0,0.0394,0.00465,8.48e-06,0.285,0.57,160.015,217707.0,4,10
3633,524,57.0,0.378,0.953,9.0,-3.632,1,0.138,0.000719,2.89e-05,0.0936,0.512,167.808,200347.0,4,10
1535,3398,65.0,0.585,0.511,1.0,-9.37,1,0.0391,0.647,0.007,0.0392,0.552,105.898,2.991516667,4,4
831,1344,77.0,0.15,0.859,4.0,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,228147.0,5,8
1163,8389,72.0,0.565,0.546,11.0,-7.496,0,0.0314,0.189,0.0015,0.17,0.195,139.757,273427.0,4,10
5113,8142,34.0,0.46,0.756,5.0,-9.251,0,0.0426,0.0371,0.0113,0.645,0.552,152.059,237424.0,4,10
451,9822,30.0,0.378,0.664,5.0,-7.502,1,0.0383,0.541,0.329,0.117,0.327,87.261,188292.0,4,9
4309,4655,40.0,0.255,0.684,9.0,-11.969,1,0.152,0.0423,0.00629,0.386,0.399,171.682,211023.0,4,6
5404,8212,38.0,0.535,0.287,7.0,-11.5,1,0.0368,0.237,0.205,0.0893,0.206,121.148,244641.0,4,6
6090,7066,48.0,0.598,0.56,9.0,-10.89,1,0.0458,0.00428,0.0067,0.121,0.38,92.086,349213.0,4,10
4575,9933,35.0,0.724,0.532,2.0,-10.13,0,0.0596,0.157,0.0233,0.694,0.456,130.021,241080.0,4,5
4549,5955,14.0,0.39,0.219,9.0,-14.722,0,0.0456,0.937,0.861,0.11,0.133,89.534,249064.0,3,6
1421,8324,53.0,0.536,0.812,4.0,-7.379,0,0.0441,0.00306,0.000455,0.116,0.338,94.677,266729.0,4,8
5918,7886,63.0,0.179,0.912,4.0,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533.0,3,10
1359,1738,57.0,0.541,0.677,4.0,-10.764,1,0.0373,0.122,0.0191,0.0938,0.555,101.1,316467.0,4,10
3012,6037,65.0,0.763,0.806,7.0,-5.082,0,0.172,0.668,6.99e-06,0.527,0.739,127.998,226875.0,4,5
2658,5401,41.0,0.232,0.946,7.0,-4.395,1,0.0661,0.0122,3.34e-06,0.088,0.262,181.958,297120.0,4,6
10,5051,22.0,0.361,0.578,5.0,-6.399,0,0.0427,0.631,0.00249,0.708,0.247,130.107,56000.0,3,6
6688,4709,61.0,0.545,0.18,5.0,-21.022,0,0.0337,0.988,0.906,0.0686,0.31,156.694,226867.0,4,6
1692,2621,46.0,0.46,0.405,8.0,-10.547,1,0.132,0.487,0.717,0.108,0.153,92.714,239556.0,4,1
972,3152,37.0,0.696,0.598,7.0,-5.413,1,0.0301,0.0146,0.000517,0.104,0.515,132.941,209661.0,4,1
6173,7014,66.0,0.478,0.974,7.0,-3.866,1,0.102,0.000266,0.0984,0.0738,0.268,141.077,248307.0,4,10
3286,6561,42.0,0.551,0.636,2.0,-6.798,1,0.054,0.0837,4.28e-06,0.112,0.148,174.065,168276.0,4,9
2368,8741,11.0,0.499,0.65,5.0,-8.688,1,0.0444,0.282,0.244,0.0731,0.246,66.116,240000.0,4,6
2981,1157,49.0,0.447,0.988,2.0,-0.846,1,0.446,0.0164,0.000833,0.0727,0.113,179.968,249333.0,4,1
6256,7012,53.0,0.676,0.625,4.0,-8.747,0,0.0729,0.144,0.00658,0.0796,0.655,90.999,227373.0,4,5
2179,8047,53.0,0.628,0.345,1.0,-12.505,1,0.0289,0.425,0.0165,0.119,0.116,99.991,3.294,4,0
3193,5411,25.0,0.265,0.249,5.0,-12.076,1,0.0288,0.86,0.0696,0.0748,0.228,93.079,5.473333333,3,3
3638,2844,44.0,0.114,0.959,6.0,-9.419,0,0.0963,1.31e-06,0.9,0.104,0.126,153.904,347253.0,4,8
540,4497,23.0,0.786,0.596,7.0,-8.393,0,0.0416,0.133,1.76e-05,0.324,0.773,124.984,181235.0,4,6
3566,2766,36.0,0.352,0.656,2.0,-9.05,0,0.114,0.000865,0.00259,0.184,0.498,142.976,503307.0,4,10
2349,7441,43.0,0.222,0.158,8.0,-15.982,1,0.043,0.954,0.961,0.1,0.0308,80.005,2.228783333,4,7
3014,8243,65.0,0.751,0.49,11.0,-13.679,1,0.0453,0.00932,0.145,0.0725,0.925,105.407,342189.0,4,6
5947,5323,54.0,0.605,0.804,5.0,-7.521,1,0.0363,0.265,4.93e-06,0.345,0.601,98.866,3.628883333,4,4
4544,7338,50.0,0.419,0.613,7.0,-8.995,1,0.0316,0.0523,6.35e-05,0.361,0.733,112.638,317307.0,4,10
3246,4683,63.0,0.552,0.485,9.0,-9.111,1,0.0332,0.517,0.106,0.164,0.51,71.548,200173.0,4,1
3750,1646,57.0,0.511,0.696,6.0,-5.157,0,0.0421,0.0272,0.000249,0.0875,0.788,164.614,179240.0,4,6
