acousticness,energy,loudness,Class
0.0233,0.686,-12.748,10
0.16,0.321,-9.758,6
0.255,0.857,-5.858,0
0.000312,0.945,-7.602,10
0.446,0.43,-10.652,6
1.87e-05,0.932,-4.538,10
0.977,0.0275,-27.442,7
0.00237,0.887,-3.68,10
0.0328,0.953,-7.294,10
0.0012,0.714,-8.512,8
0.658,0.347,-12.288,8
0.207,0.576,-6.938,1
0.241,0.433,-9.256,10
0.0654,0.71,-12.908,5
0.343,0.523,-5.088,6
0.821,0.522,-12.304,9
0.424,0.71,-6.656,2
0.0014,0.721,-6.35,8
0.547,0.696,-7.885,6
2.7e-06,0.983,-5.272,8
0.00035,0.992,-1.836,8
0.124,0.684,-7.691,6
0.404,0.521,-8.823,9
0.00401,0.735,-8.347,6
0.312,0.626,-8.499,10
0.057,0.828,-4.707,10
0.224,0.452,-10.551,8
2.53e-06,0.964,-8.113,8
0.0114,0.813,-3.911,10
0.0377,0.619,-9.076,10
0.0954,0.41,-8.721,1
0.835,0.206,-10.468,10
0.0885,0.738,-10.405,10
0.0223,0.699,-7.149,6
0.00867,0.868,-6.858,10
0.208,0.832,-5.717,5
0.0476,0.764,-4.399,9
0.0469,0.883,-5.948,10
0.00518,0.79,-6.104,10
0.213,0.731,-6.016,9
0.172,0.629,-6.208,5
0.642,0.5,-12.881,10
0.829,0.206,-17.154,6
0.00496,0.711,-5.994,1
0.546,0.43,-12.564,9
0.00227,0.789,-10.243,6
2.86e-06,0.995,-7.07,8
0.000855,0.98,-4.33,8
0.0127,0.884,-6.659,10
9.04e-06,0.944,-2.552,6
0.16,0.876,-5.854,10
0.807,0.419,-17.099,3
0.00226,0.74,-5.444,6
0.00211,0.922,-6.352,8
0.265,0.831,-5.743,5
0.00692,0.846,-5.897,9
0.0307,0.706,-11.521,8
0.0025,0.815,-6.839,10
0.00785,0.756,-6.516,10
0.398,0.714,-9.811,10
8.01e-05,0.841,-7.452,6
0.274,0.47,-10.383,6
5.89e-05,0.874,-4.059,10
0.594,0.945,-3.207,9
0.969,0.467,-10.235,3
0.000401,0.981,-3.479,8
0.00973,0.664,-5.543,10
0.00198,0.943,-7.401,1
0.676,0.682,-7.16,9
0.438,0.46,-8.028,5
0.647,0.473,-7.179,10
0.757,0.594,-6.706,1
0.017,0.86,-4.147,9
0.0127,0.524,-8.608,0
3.1e-05,0.865,-8.281,1
0.448,0.627,-8.455,5
0.852,0.423,-7.392,3
0.228,0.632,-6.611,5
0.000329,0.997,-2.383,8
0.000495,0.962,-5.106,10
0.00249,0.64,-9.937,10
0.00338,0.776,-7.046,6
0.302,0.993,-3.262,10
0.0192,0.79,-7.349,1
0.511,0.596,-8.288,2
0.019,0.921,-2.967,10
0.178,0.493,-7.87,0
0.451,0.751,-9.246,6
0.000348,0.675,-4.941,10
0.00226,0.41,-7.344,6
0.749,0.335,-9.608,0
0.00103,0.931,-5.403,6
0.691,0.683,-11.151,10
0.873,0.295,-10.624,6
0.00187,0.645,-6.595,10
0.00225,0.701,-5.365,10
0.968,0.315,-19.926,2
0.00388,0.963,-4.547,8
0.0169,0.759,-4.926,6
0.292,0.801,-6.342,10
0.0792,0.593,-12.074,9
0.255,0.663,-7.591,6
0.000102,0.954,-5.157,8
0.146,0.747,-9.368,10
0.782,0.399,-8.756,5
0.00414,0.789,-5.27,8
0.729,0.509,-7.519,5
0.00485,0.955,-5.219,1
0.886,0.341,-17.948,7
0.334,0.649,-8.937,6
0.00893,0.908,-4.373,6
0.00297,0.796,-9.392,8
0.0303,0.75,-5.497,4
0.208,0.676,-8.825,5
0.00012,0.967,-4.182,8
6.57e-05,0.784,-8.2,1
0.0278,0.678,-6.391,9
0.00152,0.923,-7.203,6
0.971,0.347,-9.723,3
0.977,0.0321,-22.421,7
2.99e-05,0.899,-4.056,10
0.000299,0.951,-4.393,2
0.57,0.662,-9.182,1
0.485,0.297,-10.613,6
0.0801,0.853,-7.761,2
0.00156,0.851,-4.117,1
0.0602,0.914,-3.592,2
0.737,0.455,-7.951,9
0.0056,0.507,-4.963,6
0.587,0.597,-9.791,1
0.00416,0.677,-8.85,10
0.249,0.451,-7.841,10
0.0121,0.481,-8.819,6
0.00321,0.786,-5.735,10
0.000285,0.908,-5.727,10
5.59e-05,0.72,-9.18,10
0.0239,0.661,-5.196,1
0.158,0.485,-11.213,9
0.151,0.601,-7.042,9
0.879,0.224,-15.601,3
0.179,0.723,-6.976,9
0.0932,0.799,-5.121,9
0.316,0.43,-9.453,10
1.55e-05,0.934,-3.486,10
0.00175,0.784,-8.566,10
0.143,0.462,-11.224,6
0.000727,0.94,-3.325,10
0.00452,0.691,-7.041,5
0.178,0.733,-4.722,9
0.063,0.513,-9.54,6
0.0129,0.691,-8.006,6
0.705,0.392,-9.994,1
0.00537,0.979,-2.962,8
0.0106,0.66,-7.959,6
7.72e-05,0.946,-6.98,8
0.382,0.496,-6.232,2
0.513,0.606,-8.159,1
0.438,0.496,-10.81,2
0.904,0.275,-8.744,0
0.000505,0.959,-5.104,8
0.146,0.904,-4.106,9
0.751,0.475,-10.152,6
0.000453,0.964,-6.165,10
0.214,0.828,-4.041,9
0.000255,0.817,-5.876,6
1.54e-05,0.821,-7.16,8
0.00611,0.804,-6.739,1
0.797,0.324,-11.996,0
0.511,0.58,-12.208,2
5.14e-06,0.958,-4.543,8
0.206,0.666,-5.425,9
0.263,0.727,-7.951,2
6.8e-06,0.977,-7.566,8
0.0234,0.921,-4.409,1
0.411,0.868,-9.326,10
3.45e-05,0.993,-2.216,10
0.152,0.484,-12.239,0
0.617,0.58,-7.553,0
0.172,0.426,-9.406,5
0.36,0.62,-7.778,5
0.00324,0.99,-3.22,8
0.481,0.622,-7.538,10
0.0637,0.784,-8.238,2
0.00326,0.996,-4.578,8
0.000305,0.925,-4.57,6
0.00349,0.428,-14.262,10
6.36e-05,0.985,-2.347,8
0.0585,0.718,-7.632,1
0.992,0.0387,-25.66,7
0.003,0.881,-4.525,10
0.00281,0.647,-7.243,8
0.508,0.519,-7.452,0
0.158,0.571,-7.669,6
0.535,0.535,-9.149,1
0.00378,0.781,-6.533,10
0.00091,0.885,-3.086,9
0.989,0.161,-14.696,7
0.306,0.786,-6.459,9
0.993,0.387,-11.381,3
0.0199,0.462,-17.189,10
0.29,0.362,-10.704,10
0.00125,0.749,-6.079,10
0.155,0.791,-4.895,2
0.0393,0.58,-7.694,9
0.0242,0.885,-10.661,8
0.16,0.527,-8.182,9
0.766,0.495,-14.611,10
0.0205,0.839,-8.0,10
0.867,0.291,-9.408,0
0.0236,0.686,-8.22,6
0.522,0.596,-8.342,1
3.05e-05,0.963,-5.773,8
3.31e-05,0.892,-8.036,10
0.0135,0.769,-7.863,10
0.000402,0.759,-13.475,8
0.00155,0.659,-4.475,5
0.0874,0.742,-5.643,1
0.956,0.169,-18.095,7
2.63e-05,0.934,-7.161,8
3.81e-06,0.991,-3.678,10
0.000705,0.931,-3.347,10
0.0236,0.654,-3.051,10
0.313,0.341,-14.034,10
0.0052,0.938,-4.643,10
0.000452,0.912,-4.33,6
0.000405,0.694,-9.29,6
0.00227,0.95,-4.829,6
0.000699,0.94,-9.713,8
1.82e-06,0.927,-7.263,8
0.325,0.896,-4.437,2
0.0166,0.789,-4.9,10
0.0119,0.913,-3.097,6
0.404,0.521,-8.823,1
0.651,0.958,-4.526,6
0.469,0.559,-6.932,6
0.834,0.196,-11.448,0
2.98e-06,0.936,-4.276,10
0.0264,0.878,-9.064,10
0.0426,0.967,-3.066,6
1.77e-05,0.735,-6.51,10
0.227,0.704,-6.522,5
0.201,0.704,-8.973,6
3.03e-06,0.922,-7.592,8
0.000282,0.929,-6.103,1
0.944,0.322,-14.529,3
0.00344,0.822,-7.153,2
0.449,0.634,-6.894,9
0.0136,0.506,-8.749,5
8.53e-05,0.812,-7.339,8
0.914,0.184,-21.95,7
0.0277,0.725,-8.947,1
0.218,0.829,-7.066,6
0.00432,0.614,-11.176,5
0.00814,0.759,-5.268,6
0.221,0.895,-3.435,10
0.379,0.597,-7.382,10
0.843,0.39,-6.993,10
0.28,0.474,-8.202,10
0.0296,0.842,-4.551,6
0.394,0.519,-11.819,4
0.234,0.706,-9.803,10
0.326,0.791,-7.7,10
0.499,0.655,-8.37,5
0.00013,0.835,-5.863,9
0.282,0.648,-5.122,10
0.836,0.33,-14.292,8
4.49e-05,0.491,-10.454,6
0.284,0.664,-7.132,6
0.00105,0.915,-8.52,10
0.283,0.513,-9.505,6
0.635,0.421,-11.879,9
0.0922,0.722,-8.712,6
0.218,0.934,-3.496,9
0.031,0.92,-4.39,6
0.37,0.729,-8.641,1
0.586,0.447,-8.79,10
0.569,0.806,-8.947,10
0.00971,0.905,-4.371,6
0.00238,0.931,-3.304,8
0.00252,0.838,-4.878,6
0.912,0.0977,-23.899,7
0.349,0.596,-9.219,6
0.966,0.0422,-10.778,7
0.0874,0.605,-6.792,5
0.102,0.772,-4.886,10
0.0004,0.77,-5.136,6
0.0126,0.301,-13.936,10
0.272,0.514,-8.098,6
0.000181,0.949,-6.214,10
0.00866,0.827,-5.243,10
0.1,0.518,-11.036,9
0.0358,0.769,-7.042,9
0.0891,0.883,-3.348,1
0.00704,0.943,-4.203,10
0.00403,0.934,-4.561,10
8.19e-05,0.929,-4.413,8
0.118,0.655,-5.369,10
3.21e-06,0.889,-4.281,6
0.144,0.811,-6.228,2
0.936,0.174,-15.427,7
0.0117,0.721,-6.767,6
0.0207,0.798,-7.618,8
0.131,0.589,-13.802,10
0.183,0.882,-2.892,2
0.786,0.684,-8.624,3
0.0017,0.853,-8.516,8
0.0799,0.743,-7.445,9
0.722,0.482,-8.899,2
0.63,0.667,-5.463,9
4.51e-05,0.923,-4.537,8
0.0681,0.781,-6.778,1
0.00625,0.766,-7.98,2
0.419,0.655,-8.041,6
0.922,0.246,-19.136,7
0.526,0.519,-7.438,2
0.000769,0.8,-10.472,8
0.000848,0.608,-6.768,5
0.785,0.537,-9.58,10
0.000228,0.97,-4.955,6
0.00272,0.812,-7.156,6
0.000473,0.85,-11.458,8
0.91,0.00711,-30.47,7
3.83e-05,0.996,-1.531,1
0.0362,0.539,-7.721,9
0.0278,0.678,-6.391,6
0.00116,0.994,-3.621,10
0.556,0.964,-6.029,10
0.989,0.13,-17.638,1
0.854,0.719,-8.044,3
0.0581,0.567,-11.426,2
0.966,0.243,-18.456,6
0.159,0.967,1.355,10
0.000318,0.949,-4.928,8
0.000168,0.76,-7.493,6
0.967,0.136,-20.596,6
7.63e-06,0.982,-6.274,8
0.164,0.543,-5.614,0
0.7,0.387,-8.148,9
0.000163,0.978,-3.166,8
0.349,0.723,-7.679,10
0.317,0.49,-9.215,9
0.00561,0.873,-4.683,8
0.693,0.588,-8.032,0
0.000159,0.954,-3.631,6
0.952,0.121,-17.343,0
0.347,0.704,-5.695,2
0.00573,0.914,-6.199,1
0.000815,0.759,-4.718,2
0.188,0.582,-7.804,6
0.000242,0.952,-4.68,1
0.11,0.305,-10.089,6
0.0204,0.854,-5.454,9
0.0107,0.68,-6.187,9
0.0688,0.437,-14.575,10
0.00875,0.764,-7.928,5
0.957,0.19,-15.757,7
0.288,0.693,-8.619,1
0.272,0.538,-12.777,10
0.0001,0.964,-2.963,8
0.952,0.0118,-33.838,1
0.19,0.623,-18.273,5
0.00015,0.913,-9.152,6
0.122,0.566,-7.644,2
0.541,0.422,-9.785,6
0.088,0.481,-13.32,5
0.00752,0.875,-6.069,10
0.00498,0.957,-5.695,2
0.665,0.619,-4.193,10
5.48e-05,0.989,-3.127,8
0.686,0.398,-12.848,2
0.0795,0.728,-9.478,2
0.101,0.858,-11.109,1
0.99,0.258,-12.18,3
0.000213,0.967,-2.602,8
0.00918,0.821,-6.422,1
0.0916,0.356,-13.743,1
0.0296,0.734,-2.832,5
0.662,0.329,-11.429,0
0.00191,0.866,-6.324,10
0.341,0.541,-12.129,9
0.0189,0.824,-3.155,9
0.202,0.92,-5.607,10
0.971,0.034,-29.298,7
0.262,0.86,-7.839,10
0.0431,0.727,-7.619,2
2.3e-05,0.953,-3.475,10
1.4e-05,0.984,-4.457,8
0.00179,0.992,-4.001,10
3.62e-05,0.907,-12.085,8
0.0125,0.678,-8.776,10
0.0672,0.667,-9.73,6
0.000743,0.841,-6.937,9
0.326,0.598,-9.952,6
0.128,0.605,-7.608,2
0.233,0.809,-5.338,2
0.0378,0.93,-4.492,10
0.803,0.23,-9.666,10
0.965,0.276,-7.419,7
0.00401,0.727,-8.176,10
0.000109,0.796,-4.481,10
8.51e-05,0.969,-2.938,8
0.00178,0.926,-3.246,6
0.0781,0.799,-6.018,2
0.0895,0.563,-7.495,10
0.291,0.696,-10.0,10
0.0129,0.804,-7.911,10
0.0483,0.626,-5.996,1
0.619,0.526,-9.258,3
0.079,0.82,-5.854,2
0.939,0.157,-19.59,7
0.00478,0.794,-7.579,6
0.00428,0.409,-10.864,10
0.0175,0.763,-5.237,5
0.133,0.582,-3.908,9
2.02e-05,0.951,-3.777,8
0.0101,0.772,-8.414,6
0.018,0.932,-5.562,8
0.237,0.663,-8.301,6
0.175,0.729,-4.848,1
0.823,0.17,-13.089,7
0.000197,0.871,-5.825,10
0.343,0.785,-5.405,9
0.176,0.708,-4.391,5
0.00784,0.823,-5.874,10
0.28,0.948,-2.709,9
0.0839,0.519,-8.847,10
0.192,0.731,-4.535,10
0.055,0.864,-3.341,1
0.000534,0.987,-4.197,8
0.362,0.743,-7.095,9
0.0937,0.758,-3.998,6
1.6e-05,0.901,-5.871,8
0.975,0.0356,-32.22,1
0.895,0.163,-19.696,1
6.29e-05,0.833,-5.453,10
0.911,0.147,-19.74,1
2.73e-06,0.857,-5.133,10
0.409,0.613,-6.709,10
9.59e-05,0.984,-2.535,8
0.000457,0.797,-8.07,10
1.79e-05,0.949,-5.636,8
0.249,0.738,-7.32,6
0.05,0.515,-9.541,10
2.13e-05,0.987,-3.882,8
0.00394,0.715,-7.718,1
0.183,0.789,-4.733,2
3.26e-05,0.934,-5.232,8
0.0333,0.772,-6.423,10
0.000138,0.819,-3.974,1
0.00052,0.963,-3.755,10
0.99,0.0236,-27.06,7
1.92e-05,0.698,-4.722,10
0.136,0.365,-8.97,0
0.869,0.307,-9.591,6
0.102,0.656,-9.665,1
0.87,0.0284,-25.232,7
0.00395,0.927,-5.659,10
0.705,0.463,-11.412,10
0.00396,0.89,-5.99,9
0.00139,0.854,-7.936,9
0.0497,0.755,-6.842,8
0.0134,0.606,-6.799,2
0.00218,0.598,-6.155,6
0.521,0.479,-6.427,9
0.31,0.725,-5.883,2
0.101,0.639,-6.242,9
0.181,0.471,-8.565,6
0.207,0.335,-12.797,4
0.946,0.131,-19.125,7
0.0491,0.247,-9.562,6
0.409,0.852,-5.718,2
0.0193,0.942,-6.472,6
0.0353,0.618,-6.71,10
0.00116,0.875,-9.198,10
0.985,0.142,-16.024,2
5.54e-05,0.895,-5.242,10
0.00726,0.824,-8.139,6
0.00178,0.914,-6.532,8
0.0228,0.803,-6.156,1
0.00114,0.758,-6.329,8
0.00878,0.889,-7.038,6
0.203,0.303,-10.348,6
0.447,0.461,-8.79,6
0.0018,0.724,-5.642,10
0.353,0.768,-5.667,6
0.0189,0.494,-10.666,10
6.65e-06,0.824,-7.814,8
0.0183,0.555,-7.385,6
0.00298,0.97,-3.381,9
0.515,0.363,-8.706,9
0.298,0.736,-8.394,6
0.117,0.674,-9.536,0
0.0611,0.931,-4.189,10
0.00106,0.985,-5.236,8
0.276,0.435,-5.696,2
0.0296,0.931,-4.647,10
0.768,0.727,-4.532,3
0.326,0.695,-13.395,9
0.229,0.656,-7.081,6
0.184,0.396,-13.945,5
0.000128,0.961,-5.606,10
0.000311,0.933,-6.315,6
0.0911,0.599,-5.5,6
0.0737,0.59,-8.305,10
7e-05,0.971,-4.495,8
0.000493,0.849,-5.461,10
0.303,0.772,-7.438,1
0.0837,0.636,-6.798,5
0.114,0.944,-5.084,6
0.928,0.162,-12.7,7
0.0506,0.884,-5.626,10
0.744,0.501,-6.138,7
0.000631,0.891,-5.531,10
0.159,0.6,-11.83,10
5.11e-05,0.943,-4.446,8
0.953,0.278,-7.268,7
0.421,0.412,-8.139,2
0.958,0.129,-17.165,6
2.07e-05,0.947,-5.157,6
0.0104,0.97,1.342,1
0.00484,0.82,-6.895,8
0.451,0.685,-9.264,2
0.00834,0.86,-7.533,10
0.0254,0.92,-6.389,6
0.91,0.17,-10.915,0
2.94e-05,0.974,-5.82,8
0.728,0.659,-10.264,6
0.452,0.516,-6.133,6
0.0277,0.856,-6.686,6
0.369,0.607,-10.174,0
0.967,0.0687,-17.993,7
0.179,0.624,-8.391,5
0.000254,0.837,-5.338,10
0.000594,0.821,-5.076,10
0.071,0.431,-6.549,6
0.481,0.502,-9.4,1
0.265,0.696,-7.557,0
2.06e-06,0.967,-5.898,8
0.000324,0.907,-7.002,10
0.0533,0.555,-9.303,10
0.376,0.348,-9.934,2
0.0178,0.594,-6.447,6
0.582,0.617,-7.883,0
0.0571,0.478,-5.861,10
0.0199,0.699,-9.849,5
0.597,0.619,-11.123,0
0.991,0.0527,-24.809,7
0.367,0.385,-15.624,10
0.839,0.199,-13.854,9
0.076,0.941,-7.609,6
0.00766,0.921,-4.711,5
0.000337,0.94,-5.602,8
0.000776,0.888,-3.414,10
0.000493,0.907,-6.784,8
0.0391,0.881,-4.656,10
0.641,0.625,-8.169,10
0.0322,0.477,-10.481,10
0.0207,0.872,-5.602,10
0.158,0.485,-11.213,1
0.604,0.69,-9.203,7
0.0132,0.578,-4.563,1
0.00067,0.993,-5.27,8
1.19e-05,0.807,-4.802,8
0.0492,0.921,-3.727,1
0.00076,0.905,-6.606,2
0.767,0.262,-12.635,0
0.000956,0.747,-5.439,6
0.0455,0.637,-5.176,6
0.496,0.346,-8.168,9
0.785,0.448,-7.6,2
0.285,0.57,-8.316,9
0.0864,0.828,-5.412,10
0.0112,0.936,-7.195,6
0.294,0.696,-7.198,2
0.00026,0.949,-1.026,8
0.705,0.392,-9.994,0
0.784,0.517,-9.919,9
0.409,0.422,-14.462,10
4.45e-06,0.967,-3.619,8
0.186,0.871,-6.482,6
0.0496,0.72,-8.08,6
0.0226,0.746,-4.696,6
0.000792,0.651,-5.966,1
0.0202,0.648,-8.15,9
0.262,0.763,-11.548,1
0.000654,0.817,-8.666,10
0.736,0.393,-16.296,2
3.44e-06,0.785,-6.162,8
0.609,0.413,-9.539,6
0.0407,0.811,-3.82,6
0.196,0.954,-4.573,9
0.00139,0.831,-7.821,10
0.694,0.292,-14.464,6
0.000107,0.976,-3.686,10
0.000895,0.996,-2.57,6
0.0821,0.636,-8.574,1
0.204,0.747,-4.413,10
0.927,0.132,-12.635,6
0.501,0.576,-7.064,10
0.228,0.612,-6.014,9
6.16e-05,0.963,-7.108,8
2.37e-05,0.949,-5.356,10
0.0476,0.815,-3.915,1
0.00081,0.991,-1.205,6
0.0158,0.64,-6.406,10
0.000162,0.795,-7.408,8
0.0261,0.658,-6.113,6
0.0251,0.468,-15.763,10
0.168,0.511,-7.143,2
1.09e-05,0.609,-14.697,6
0.00924,0.755,-8.794,10
0.00394,0.791,-5.34,1
0.0254,0.882,-5.461,6
0.000666,0.691,-9.158,10
9.38e-05,0.981,-3.973,8
0.277,0.596,-7.148,4
0.386,0.5,-5.747,6
6.56e-06,0.968,-2.629,8
0.168,0.874,-3.158,9
0.708,0.263,-10.362,0
5.09e-06,0.982,-5.72,8
0.00371,0.849,-6.66,2
0.244,0.83,-4.67,5
0.335,0.272,-8.795,0
0.0277,0.763,-6.727,10
0.0254,0.648,-7.687,10
0.164,0.401,-8.132,5
0.000899,0.98,-3.755,10
0.815,0.452,-10.376,0
0.00754,0.754,-7.395,6
0.135,0.786,-4.2,9
0.313,0.626,-7.156,8
0.152,0.606,-5.74,6
0.864,0.545,-13.159,3
0.0113,0.865,-3.896,10
9.37e-05,0.797,-5.634,6
0.908,0.0457,-21.788,7
0.000131,0.94,-5.773,8
0.795,0.154,-23.811,6
3.12e-05,0.964,-7.878,8
0.122,0.73,-6.369,10
6.64e-06,0.969,-3.339,8
0.0092,0.458,-8.776,8
0.0522,0.687,-8.967,9
0.815,0.44,-9.699,6
0.0259,0.834,-13.794,10
2.7e-05,0.923,-7.547,1
0.715,0.21,-14.754,1
0.000538,0.663,-7.249,5
0.182,0.919,-3.987,10
0.0745,0.523,-11.139,1
0.011,0.906,-10.217,10
0.000169,0.934,-5.511,6
0.906,0.292,-13.609,2
0.0485,0.79,-4.7,9
5.18e-05,0.974,-5.491,8
0.621,0.325,-8.615,3
0.778,0.536,-6.218,10
6.59e-05,0.913,-10.196,6
0.0418,0.835,-13.021,10
0.275,0.685,-7.599,2
0.0364,0.517,-10.441,9
0.00108,0.877,-3.92,1
0.031,0.426,-7.994,9
0.000718,0.973,-5.917,8
4.18e-05,0.79,-12.396,8
0.932,0.209,-10.437,0
0.398,0.659,-3.515,9
0.143,0.874,-4.082,4
0.976,0.251,-16.73,6
0.000144,0.766,-8.028,2
0.000521,0.69,-10.783,10
0.000112,0.931,-4.488,8
0.0135,0.769,-7.863,6
0.127,0.874,-5.054,6
0.939,0.533,-12.554,6
0.462,0.514,-9.733,10
0.00645,0.94,-4.86,8
0.000156,0.94,-6.429,8
0.00192,0.807,-9.125,10
0.0644,0.57,-5.869,4
0.000328,0.897,-5.784,10
0.388,0.433,-10.057,8
0.949,0.37,-11.581,0
0.00218,0.809,-2.879,10
2.43e-05,0.764,-8.156,10
0.344,0.561,-7.713,2
0.0889,0.73,-10.74,1
0.521,0.516,-7.575,10
0.522,0.468,-10.916,1
0.000278,0.934,-3.908,9
0.456,0.875,-4.45,6
0.0026,0.672,-5.44,10
0.336,0.388,-13.023,10
0.264,0.436,-11.754,10
0.501,0.576,-7.064,1
0.185,0.546,-7.33,10
0.00184,0.96,-4.482,10
0.0363,0.542,-6.11,10
0.55,0.829,-10.027,2
0.951,0.282,-13.7,3
0.185,0.592,-7.121,9
0.000843,0.757,-7.487,10
0.315,0.855,-7.227,10
0.000911,0.963,-2.115,8
0.564,0.691,-8.654,10
0.927,0.187,-18.963,0
0.0297,0.781,-10.932,10
0.974,0.226,-13.052,2
0.196,0.452,-6.642,6
0.000655,0.539,-8.968,10
0.129,0.623,-12.032,10
0.833,0.574,-9.195,9
0.0103,0.819,-4.489,1
0.000133,0.884,-4.313,1
0.000643,0.892,-5.613,10
0.00277,0.863,-8.155,10
1.06e-06,0.953,-5.084,10
0.0136,0.753,-9.086,1
0.401,0.573,-10.059,9
0.14,0.593,-5.342,2
0.000483,0.77,-7.477,10
0.0823,0.79,-7.456,10
0.17,0.538,-6.672,9
0.00605,0.851,-8.604,8
0.695,0.516,-8.296,6
0.000128,0.697,-5.959,9
0.0052,0.932,-3.834,9
2.58e-05,0.968,-2.665,8
5.37e-05,0.904,-4.831,8
0.131,0.607,-9.079,10
0.00783,0.898,-4.797,10
0.00171,0.938,-3.556,10
0.0135,0.743,-5.876,10
0.507,0.351,-11.993,5
0.000363,0.797,-6.846,6
0.293,0.333,-9.753,6
0.00473,0.655,-6.188,10
0.4,0.514,-15.287,9
0.0745,0.523,-11.139,6
0.0732,0.691,-6.266,1
0.316,0.459,-5.629,2
0.00207,0.86,-7.646,1
0.0815,0.69,-5.827,8
0.711,0.266,-14.465,8
0.568,0.466,-9.463,9
0.529,0.493,-6.541,2
1.56e-06,0.969,-7.556,8
0.165,0.545,-10.316,6
0.721,0.346,-12.803,4
0.0133,0.691,-9.442,6
0.0578,0.706,-5.551,6
0.633,0.94,-10.566,2
0.147,0.514,-14.208,10
0.606,0.337,-10.906,10
0.457,0.889,-4.924,1
0.0112,0.966,-6.52,8
0.962,0.429,-8.279,3
0.495,0.405,-9.74,0
0.0663,0.913,-5.227,0
0.0279,0.843,-2.939,10
0.178,0.946,-2.672,6
0.000326,0.914,-3.411,8
0.00395,0.844,-7.092,6
0.0243,0.781,-7.455,1
0.139,0.974,-3.388,10
0.000433,0.962,-4.074,10
0.0355,0.685,-7.573,10
1.99e-05,0.764,-5.177,5
0.109,0.767,-13.412,6
1.35e-05,0.812,-5.651,6
0.803,0.643,-16.985,0
0.785,0.34,-13.947,2
0.000116,0.938,-3.116,1
0.0685,0.635,-8.271,2
0.0209,0.587,-10.04,2
0.147,0.35,-16.239,10
0.714,0.707,-9.726,1
0.268,0.647,-12.731,8
0.0017,0.944,-5.059,1
2.73e-05,0.721,-9.391,1
0.169,0.894,-6.396,0
0.102,0.763,-5.946,6
0.572,0.469,-10.606,3
0.937,0.103,-18.281,7
0.00301,0.662,-5.797,10
0.134,0.678,-7.031,2
0.0476,0.673,-6.525,1
0.98,0.276,-6.934,3
0.00011,0.911,-6.835,8
0.0909,0.704,-6.423,9
0.000101,0.992,-2.653,8
0.568,0.728,-8.92,10
0.0061,0.893,-5.708,8
0.0934,0.702,-5.704,1
0.0458,0.567,-7.958,2
0.0108,0.626,-6.622,10
0.000762,0.818,-5.2,9
0.994,0.0988,-18.816,7
0.443,0.71,-4.746,10
0.014,0.931,-3.299,10
0.0021,0.364,-10.945,2
0.643,0.0648,-20.872,7
0.236,0.389,-9.532,10
0.221,0.507,-6.945,2
0.88,0.437,-9.258,0
0.927,0.0643,-15.305,2
6.08e-05,0.903,-4.951,8
0.00872,0.58,-9.7,8
0.925,0.0193,-20.404,6
0.139,0.735,-4.667,9
0.0262,0.596,-5.49,1
0.00214,0.937,-5.269,9
0.3,0.485,-9.941,9
0.00328,0.797,-8.824,8
0.00429,0.843,-7.448,8
0.000273,0.927,-7.327,6
0.766,0.635,-7.22,9
0.81,0.43,-10.912,2
0.0245,0.638,-7.981,1
0.295,0.738,-7.783,0
0.556,0.466,-10.18,6
0.52,0.63,-5.475,10
0.00226,0.948,-4.236,6
0.117,0.58,-9.05,10
0.0311,0.788,-5.627,10
0.000647,0.836,-9.11,8
0.103,0.757,-7.868,10
0.0108,0.67,-4.547,10
0.117,0.684,-6.163,6
0.207,0.634,-14.148,10
0.44,0.525,-6.9,9
0.995,0.318,-8.763,3
0.14,0.506,-8.078,6
0.0216,0.707,-10.531,8
0.867,0.452,-11.248,0
1.88e-06,0.961,-6.027,8
0.00291,0.775,-4.271,10
0.985,0.355,-10.494,0
0.0276,0.828,-6.047,10
0.026,0.82,-3.618,10
0.000981,0.71,-9.06,10
0.0272,0.833,-5.086,1
8.8e-06,0.822,-6.918,8
0.179,0.536,-11.248,10
0.0943,0.555,-6.512,5
0.000256,0.861,-8.728,8
0.687,0.389,-6.517,10
0.664,0.297,-13.955,0
0.522,0.7,-9.43,7
0.0742,0.418,-13.686,6
0.0852,0.829,-7.571,6
0.00752,0.875,-6.069,6
0.51,0.605,-9.144,1
0.00495,0.863,-6.123,10
0.667,0.436,-11.929,3
4.99e-06,0.977,-4.198,8
0.946,0.122,-18.526,1
0.00451,0.724,-7.09,10
0.000197,0.905,-3.851,10
0.235,0.608,-10.14,7
0.12,0.77,-9.163,6
0.000264,0.986,-2.522,10
0.218,0.34,-7.773,9
0.305,0.631,-4.689,9
0.00103,0.876,-5.933,10
0.939,0.573,-10.286,3
0.436,0.627,-6.207,9
0.397,0.703,-10.434,6
0.0617,0.565,-13.952,10
0.118,0.709,-7.163,6
0.919,0.277,-9.685,6
0.0622,0.74,-4.77,6
0.00354,0.884,-5.676,6
0.468,0.28,-9.367,8
0.00299,0.739,-9.361,1
0.000105,0.946,-4.387,8
0.597,0.686,-8.269,1
0.147,0.586,-5.59,6
0.000273,0.724,-8.639,8
0.0364,0.943,-5.343,8
0.112,0.528,-6.472,10
0.951,0.125,-15.726,7
0.0313,0.602,-5.097,9
0.149,0.486,-15.076,10
0.00839,0.893,-7.784,5
0.95,0.26,-18.287,3
0.205,0.37,-10.888,4
0.000717,0.752,-6.481,10
